분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
전시/미술,[구로구립 궁동어린이도서관] 여름 북큐레이션 : 지구가 하나의 생명이라면?,2023.7.1 0:00,2023.7.30 0:00,궁동어린이도서관 1층 휴게공간,온수역,1220.7360300260157
교육/체험,2023년 삼각산시민청 시민기획단 연계 상반기 프로그램 ,2023.7.1 0:00,2023.7.29 0:00,"삼각산시민청 1, 2동(프로그램별 상이)",방학역,3021.1946860707353
교육/체험,[7월 어린이 메이킹] 해봄아 노올자! 해봄맘껏Time,2023.7.1 0:00,2023.7.29 0:00,마포구립 서강도서관 4층 어린이자료실 내 해봄,서강대역,568.4632211027697
전시/미술,서리풀청년아트갤러리 [한여름의 진눈깨비],2023.7.1 0:00,2023.7.28 0:00,서리풀청년아트갤러리,교대역,1316.4734171023745
교육/체험,옹기테마체험관 7월 프로그램,2023.7.1 0:00,2023.7.27 0:00,옹기테마공원(서울시 중랑구 신내로21길 116),신내역,1300.0934839607748
전시/미술,가족열람실 사진전 [옹기종기 사랑이들],2023.7.1 0:00,2023.7.22 0:00,도서관 1층 로비,디지털미디어시티역,822.2810692982113
교육/체험,챗GPT로 에세이 글쓰기,2023.7.1 0:00,2023.7.8 0:00,4층 문화강좌실,디지털미디어시티역,822.2810692982113
축제-문화/예술,"뜨거운 여름, 시원한 축제! 2023 G.I.G Festival",2023.7.1 0:00,2023.7.2 0:00,신림역 별빛내린천,역 없음,-1.0
클래식,제3회 박물관 토요음악회 [오페라 하이라이트],2023.7.1 0:00,2023.7.1 0:00,서울역사박물관 1층 로비,서울역(경의선),1716.058726854392
무용,모도다프로젝트 [페르소나:Persona],2023.7.1 0:00,2023.7.1 0:00,서울시청 시민청 지하2층 바스락홀,서울역(경의선),1496.9335131662397
축제-문화/예술,[돈의문박물관마을] 7월 돈의문골목시장,2023.7.1 0:00,2023.7.1 0:00,"돈의문박물관마을 마을마당, 마을안내소, 새문안극장, 생활사전시관, 삼거리이용원 등",서울역(경의선),1581.7037616374016
클래식,Ensemble Frais 3회 연주회,2023.7.1 0:00,2023.7.1 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 오케스트라 지휘과정 수료연주회,2023.7.1 0:00,2023.7.1 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
전시/미술,[서울디자인재단] 제25회 서울 프로젝트돌,2023.7.1 0:00,2023.7.1 0:00,"DDP 아트홀 1관,  아트홀 2관",왕십리역,2367.010098044175
축제-문화/예술,2023 여우락 페스티벌,2023.6.30 0:00,2023.7.22 0:00,국립극장,옥수역,2136.423828413686
교육/체험,[7월/길위의인문학] (김혜나) 골목에서 피어난 시인 / 골목인문 과거②,2023.6.30 0:00,2023.7.20 0:00,마포구립서강도서관 3층 세미나실,서강대역,568.4632211027697
무용,[테스트코레오그라피] 뉴-애튜 프로젝트,2023.6.30 0:00,2023.7.2 0:00,예술의전당 자유소극장,교대역,1416.487542459644
국악,2023 종로 가족공연축제 [배꼽잡는 슬로우],2023.6.30 0:00,2023.7.1 0:00,종로 아이들극장,청량리역,4346.866317393518
무용,"[서울시 대표 비보이단 창작 작품 초연] 얼쑤, 얼쓰 (ULSSU, EARTH)",2023.6.30 0:00,2023.7.1 0:00,서울문화재단 대학로극장 쿼드,왕십리역,3761.3347035053994
교육/체험,[ART-JOB 역량강화] 6월 3번째 행사 / 예술인들 모여라~!!,2023.6.30 0:00,2023.6.30 0:00,에이투지라운지 지하2층,신도림역,3047.128202075751
독주/독창회,장희진 비올라 독주회,2023.6.30 0:00,2023.6.30 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,제1회 올댓클래식 유망신예콘서트,2023.6.30 0:00,2023.6.30 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 서울시향 미하일 플레트뇨프와 선우예권 ②,2023.6.30 0:00,2023.6.30 0:00,롯데콘서트홀,수서역,2919.104646360205
국악,6월 한밤의 공연 산책 [만보와 별별머리],2023.6.30 0:00,2023.6.30 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
교육/체험,"[미술관의 행동대장] 한 명(命)의 새, 물고기, 돼지",2023.6.30 0:00,2023.6.30 0:00,서울시립 북서울미술관 2층 (구)아트도서실,월계역,1097.3477066328646
콘서트,"Dear Next Generation, 라쿠나(LACUNA)",2023.6.30 0:00,2023.6.30 0:00,강동아트센터 대극장 한강,덕소역,6027.376338643684
전시/미술,2023년 양천문화재단 기획전시 [서양미술사 특별展 - 로코코와 인상주의],2023.6.29 0:00,2023.7.16 0:00,1층 전시관,구로역,2218.341099579975
콘서트,[마포구립합창단] The 인문학 콘서트 낭만과 그리움,2023.6.29 0:00,2023.6.29 0:00,마포아트센터 3층 플레이맥,서강대역,927.9485014860999
클래식,2023 서울시향 미하일 플레트뇨프와 선우예권 ①,2023.6.29 0:00,2023.6.29 0:00,롯데콘서트홀,수서역,2919.104646360205
클래식,제137회 한국성악(학)회 정기연주회,2023.6.29 0:00,2023.6.29 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,[서울책보고 인문학강연 6월] 사과꽃이 피면 아빠가 돌아올까요?,2023.6.29 0:00,2023.6.29 0:00,서울책보고 (서울시 송파구 오금로 1 / 2호선 잠실나루역 1번 출구 방향),수서역,3868.5912394940333
교육/체험,[도서관에서 만나는 인문학열전] 당신에게 권하는 일상의 인문학,2023.6.28 0:00,2023.11.29 0:00,송파위례도서관 5층 프로그램실,복정역,1985.9551371213624
교육/체험,"[구립증산정보도서관] 무료앱으로 즐기는 초간단 캡컷-사진, 동영상 편집",2023.6.28 0:00,2023.7.26 0:00,2층 소강당,디지털미디어시티역,822.2810692982113
교육/체험,[구립증산정보도서관] 포토샵보다 쉬운 픽슬러 배우기,2023.6.28 0:00,2023.7.13 0:00,4층 문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,2023 서울시 북스타트 엄마북(Book)돋움 [책은 나의 단짝친구!],2023.6.28 0:00,2023.7.13 0:00,지하 문화강좌실,디지털미디어시티역,822.2810692982113
전시/미술,[김영미 회화전] 동물농장,2023.6.28 0:00,2023.7.10 0:00,갤러리 인덱스(인사동길 45 인덕빌딩 3층),서울역(경의선),2477.8594645936264
연극,연극 [테베랜드],2023.6.28 0:00,2023.7.9 0:00,충무아트센터 중극장 블랙,왕십리역,1902.5974567777855
교육/체험,[구립증산정보도서관] 스마트폰생활 중급반(7월~8월),2023.6.28 0:00,2023.7.6 0:00,지하문화강좌실,디지털미디어시티역,822.2810692982113
교육/체험,2023 K-뮤지컬국제마켓,2023.6.28 0:00,2023.7.1 0:00,세종S씨어터,서울역(경의선),2044.0443473650962
뮤지컬/오페라,[국제문화교류를 위한 음악극] 홍연 (紅緣),2023.6.28 0:00,2023.6.28 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
교육/체험,[어린이 직업탐색 네 꿈을 찾아봐!] 6월 신재생에너지 전문가,2023.6.28 0:00,2023.6.28 0:00,3층 어린이열람실,디지털미디어시티역,822.2810692982113
클래식,2023 월간뮤지크 [볼체콰르텟],2023.6.28 0:00,2023.6.28 0:00,양천문화회관 대극장,구로역,2218.341099579975
교육/체험,[특수학교 학급] 떠나요! 미술관 탐험,2023.6.28 0:00,2023.6.28 0:00,서울시립미술관 서소문본관 1층 야외조각공원,서울역(경의선),1075.546389925713
교육/체험,[6월 월간야수 과학교실 프로그램] 커피와 향이 있는 과학교실,2023.6.28 0:00,2023.6.28 0:00,서울시립과학관 3층,월계역,1912.5950122440474
콘서트,예그린 살롱 음악회 [솔루스 오브 서울 브라스 퀸텟],2023.6.28 0:00,2023.6.28 0:00,충무아트센터 예그린스페이스,왕십리역,1902.5974567777855
전시/미술,[구로구립글마루한옥어린이도서관] 6월 문화가 있는 날 세시풍속도서 전시 ,2023.6.28 0:00,2023.6.28 0:00,구로구립 글마루한옥어린이도서관,오류동역,1394.9648552987771
뮤지컬/오페라,[도봉기적의도서관] 어린이 뮤지컬 폴짝폴짝 개골이,2023.6.28 0:00,2023.6.28 0:00,도봉기적의도서관 열두대문극장,도봉역,458.7863733956849
교육/체험,[한성백제박물관] 6월 문화가 있는 날 연계행사 칠지도를 찾아라!,2023.6.28 0:00,2023.6.28 0:00,한성백제박물관,수서역,3568.713881815745
교육/체험,[서울시립과학관] 과학북토크 햇빛도 때로는 독이다,2023.6.28 0:00,2023.6.28 0:00,서울시립과학관 3D 스페이스,월계역,1912.5950122440474
클래식,피아노 듀엣 매스터피스,2023.6.28 0:00,2023.6.28 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,[서울역사박물관] 2023년 상반기 서울역사박물관대학,2023.6.27 0:00,2023.8.22 0:00,서울역사박물관 1층 강당 (야주개홀),서울역(경의선),1716.058726854392
교육/체험,[관악아트홀 어린이라운지] 어린이 한국 음악 교육 프로그램 소리로 놀자,2023.6.27 0:00,2023.8.19 0:00,관악아트홀 어린이 라운지,관악산,179.6477634505321
교육/체험,2023 서서울예술교육센터 [예술놀이LAB] 여름방학 특별 프로그램,2023.6.27 0:00,2023.7.18 0:00,"서서울예술교육센터 내외부 공간, 서서울호수공원 등",원종역,2452.030238909399
전시/미술,[2023 운현궁 기획전시] 정화(情畵) - 마음을 담은 그림,2023.6.27 0:00,2023.7.2 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
교육/체험,[서울시민관광 아카데미] 여가/관광 강좌 1. 일상에서 만나보는 나의 초록일기,2023.6.27 0:00,2023.6.29 0:00,1회차 강감찬 도시농업센터 교육실 / 2회차 서울식물원 보타닉홀,마곡나루,777.3225084008462
클래식,달음 월드투어 [Similar&Different]서울,2023.6.27 0:00,2023.6.27 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
연극,[성북문화재단 아리랑시네센터] SAC on Screen 연극 돌아온다 ,2023.6.27 0:00,2023.6.27 0:00,아리랑시네센터 2관(1층),청량리역,3605.577864652979
전시/미술,[한성백제박물관] 제4회 백제그림그리기대회 전시,2023.6.26 0:00,2023.12.31 0:00,한성백제박물관,수서역,3568.713881815745
교육/체험,꿀잠트레이닝 [잘 쉬고 잘 자는 방법],2023.6.26 0:00,2023.6.26 0:00,광화문역 9번출구 광화문 라운지,서울역(경의선),1963.461899623945
클래식,신지수 작곡 발표회,2023.6.26 0:00,2023.6.26 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,2023 운현궁 뜰 안의 가곡,2023.6.25 0:00,2023.6.25 0:00,운현궁 이로당,서울역(경의선),2779.097895779698
축제-문화/예술,책읽는 세상에서 노래하고 꿈꾸는 어린이 세상,2023.6.25 0:00,2023.6.25 0:00,서울광장,서울역(경의선),1328.8356944076395
뮤지컬/오페라,[이영란의 감성뮤지컬] 가루가루 얍!,2023.6.24 0:00,2023.7.16 0:00,꿈의숲 퍼포먼스홀,서울역(경의선),2044.0443473650962
전시/미술,공(空): 공(共),2023.6.24 0:00,2023.6.29 0:00,꿈의숲 드림갤러리,서울역(경의선),2044.0443473650962
연극,[꿈빛극장 가족극기획공연] 아동극 폴리팝,2023.6.24 0:00,2023.6.25 0:00,"꿈빛극장(서울시 성북구 길음로7길 20, 서울성북미디어문화마루 4층)",역 없음,-1.0
축제-기타,[돈의문박물관마을] 돈의문골목시장(6월),2023.6.24 0:00,2023.6.24 0:00,돈의문박물관마을 구석구석,서울역(경의선),1581.7037616374016
축제-문화/예술,2023 엄마아빠 행복 프로젝트 [6월 엄마아빠 예술로 함께],2023.6.24 0:00,2023.6.24 0:00,서서울예술교육센터 외부수조 및 실내공간(양천구 남부순환로 64길 2),원종역,2452.030238909399
콘서트,글루 음악 다방 (라이브 공연),2023.6.24 0:00,2023.6.24 0:00,글루호텔 지하1층 블루레인 라운지,왕십리역,3224.2089291948887
연극,구립영등포아트스퀘어 6월 문화가 있는 날 [YDP 낭독극장],2023.6.24 0:00,2023.6.24 0:00,구립영등포아트스퀘어(타임스퀘어 B2),영등포역,364.9471730713616
독주/독창회,김지은 피아노 독주회,2023.6.24 0:00,2023.6.24 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
콘서트,2023 [나루 뮤지컬 나잇],2023.6.24 0:00,2023.6.24 0:00,나루아트센터 대공연장,서울숲역,2360.737961356932
뮤지컬/오페라,로시니 [세비야의 이발사],2023.6.24 0:00,2023.6.24 0:00,노원어린이극장,창동역,1418.174591518842
클래식,[최인 기타 리사이틀] From here to everywhere...,2023.6.24 0:00,2023.6.24 0:00,세종문화회관 체임버홀,서울역(경의선),2044.0443473650962
콘서트,송대관 콘서트,2023.6.24 0:00,2023.6.24 0:00,성신여대 운정그린캠퍼스 대강당,역 없음,-1.0
전시/미술,[서울디자인재단] DDP 오픈큐레이팅 vol.29 I Scream 展,2023.6.23 0:00,2023.8.20 0:00,DDP 갤러리문,왕십리역,2367.010098044175
연극,연극 [겟팅아웃],2023.6.23 0:00,2023.7.9 0:00,세종M씨어터,서울역(경의선),2044.0443473650962
교육/체험,[에드워드 호퍼: 길 위에서] 전시연계 강연 시리즈,2023.6.23 0:00,2023.6.29 0:00,서울시립미술관 서소문 본관 지하1층 세마홀,서울역(경의선),1075.546389925713
무용,국립무용단 [산조],2023.6.23 0:00,2023.6.25 0:00,국립극장 해오름,옥수역,2136.423828413686
국악,음악극 시인의 나라,2023.6.23 0:00,2023.6.24 0:00,서울남산국악당,서울역(경의선),2062.237255799508
연극,연극 '벽 속의 요정',2023.6.23 0:00,2023.6.24 0:00,강동아트센터 소극장 드림,덕소역,6027.376338643684
교육/체험,2023 인스파이어드포럼 Work Together:혁신과 포용의 방정식(6/23개최),2023.6.23 0:00,2023.6.23 0:00,콘래드 서울 호텔 5층 파크볼룸,샛강,970.753070645746
교육/체험,2023 서울책보고 금요북클럽(6월),2023.6.23 0:00,2023.6.23 0:00,서울책보고  (서울시 송파구 오금로 1 / 2호선 잠실나루역 1번 출구 방향),수서역,3868.5912394940333
교육/체험,[서울책보고] 신진작가 북토크 - 나의 성장통 이야기,2023.6.23 0:00,2023.6.23 0:00, 서울책보고,수서역,3868.5912394940333
클래식,2023 서울시향 작은 음악회,2023.6.23 0:00,2023.6.23 0:00,전쟁기념관 이병형홀,남영역,739.5844024655624
독주/독창회,공민채 피아노 독주회,2023.6.23 0:00,2023.6.23 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
영화,2023년 퀘벡영화의 날,2023.6.23 0:00,2023.6.23 0:00,서울역사박물관 1층 야주개홀,서울역(경의선),1716.058726854392
국악,[퓨전국악콘서트] 5히려 좋아,2023.6.23 0:00,2023.5.23 0:00,오류아트홀,오류동역,168.8479502765842
교육/체험,"[독서 아카데미]  예술, 삶을 치유하다 - part1. 미술로 마음챙김",2023.6.22 0:00,2023.10.19 0:00,송파위례도서관 5층 프로그램실,복정역,1985.9551371213624
전시/미술,건축가의 관점들: 건축과 가구적 모색,2023.6.22 0:00,2023.8.13 0:00,서울도시건축전시관 B2 갤러리2,서울역(경의선),1450.2971045008771
교육/체험,영뮤지엄,2023.6.22 0:00,2023.7.13 0:00,서울역사박물관 ,서울역(경의선),1716.058726854392
전시/미술,[2023 신진미술인 지원 프로그램] 정여름 개인전 [머나먼 안개 속의 세기],2023.6.22 0:00,2023.7.11 0:00,SeMA 벙커 B1 전시실,신길역,990.7947463030296
무용,2023 종로 가족공연축제 [그것 참 좋타!!],2023.6.22 0:00,2023.6.24 0:00,종로 아이들극장,청량리역,4346.866317393518
클래식,쁘띠 콘서트 [가곡시대],2023.6.22 0:00,2023.6.23 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,2023 운현궁 뜰 안의 역사콘서트,2023.6.22 0:00,2023.6.22 0:00,운현궁 이로당 및 노락당,서울역(경의선),2779.097895779698
클래식,삼육대학교 음악학과 피아노 동문장학회 입상자 연주회,2023.6.22 0:00,2023.6.22 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
국악,2023 운현궁 [뜰 안의 역사콘서트],2023.6.22 0:00,2023.6.22 0:00,운현궁 이로당 및 노락당,서울역(경의선),2779.097895779698
교육/체험,"중장년친화프로그램 [아빠 피어나다, 남자 피어나다]",2023.6.22 0:00,2023.6.22 0:00,서울생활문화센터 서교라운지,홍대입구역,1122.0583289222313
클래식,2023 서울시향 작은 음악회,2023.6.22 0:00,2023.6.22 0:00,동작문화복지센터 대강당,노량진역,1071.6474590269877
교육/체험,[서울공예박물관] 단오맞이 문화행사  전통 매듭 팔찌 엮기,2023.6.22 0:00,2023.6.22 0:00,서울공예박물관 전시3동 1층 오픈 스튜디오,서울역(경의선),2685.380125352739
교육/체험,[2023 단오맞이] 소문난운현궁 스핀오프,2023.6.22 0:00,2023.6.22 0:00,운현궁 앞마당,서울역(경의선),2779.097895779698
전시/미술,2023 서울로미디어캔버스 2회전시,2023.6.21 0:00,2023.9.19 0:00,서울로미디어캔버스,서울역(경의선),308.073294669111
교육/체험,2023 서울시 북스타트 엄마북(Book)돋움 사업 [내 아이를 사랑하는 부모라면],2023.6.21 0:00,2023.7.7 0:00,비대면 온라인(ZOOM),디지털미디어시티역,822.2810692982113
전시/미술,또 다른 물성 Another Materiality,2023.6.21 0:00,2023.7.2 0:00,"홍익대학교 현대미술관 제2관 (홍문관 2층), 박물관 전시실 (문헌관 3층)",홍대입구,595.5659693284381
전시/미술,세종뮤지엄갤러리 [김순선 기획초대전],2023.6.21 0:00,2023.7.2 0:00,"세종대학교 대양AI센터, B2",서울숲역,2752.4587233537973
전시/미술,비선명 clear :none,2023.6.21 0:00,2023.7.2 0:00,서문구 이화여대2가길 24,신촌역,375.73334214814014
기타,2023 세종 올패스,2023.6.21 0:00,2023.6.30 0:00,세종대극장,서울역(경의선),2044.0443473650962
교육/체험,2023 서울시 시민 도시건축학교,2023.6.21 0:00,2023.6.28 0:00,서울도시건축센터,서울역(경의선),1450.2971045008771
콘서트,2023 서교뮤직마켓 오픈마이크 콘서트,2023.6.21 0:00,2023.6.22 0:00,서교스퀘어 (서울생활문화센터 서교),홍대입구역,1122.0583289222313
영화,[2023 성동 필름 페스타: 세계 영화 상영회] 1회차 상영 안내 (6/21),2023.6.21 0:00,2023.6.21 0:00,성수아트홀,서울숲역,281.64577553814115
콘서트,2023 M 레트로 시리즈 《어떤가요 #5》 '3 Rockers',2023.6.21 0:00,2023.6.21 0:00,마포아트센터 아트홀맥,서강대역,927.9485014860999
독주/독창회,신인균 첼로 독주회,2023.6.21 0:00,2023.6.21 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,"2023 서울시향 행복한 음악회, 함께! I",2023.6.21 0:00,2023.6.21 0:00,예술의전당 IBK챔버홀,교대역,1416.487542459644
전시/미술,[한미동맹 70주년 기념 특별전] 6.25전쟁과 한미동맹,2023.6.20 0:00,2023.9.24 0:00,서울역사박물관 로비,서울역(경의선),1716.058726854392
교육/체험,[미디어교육 평생교실] 미디어 친구를 소개합니다,2023.6.20 0:00,2023.7.25 0:00,송파위례도서관 4층 프로그램실,복정역,1985.9551371213624
전시/미술,2023 노원문화재단 기획전 [아프리카 현대회화],2023.6.20 0:00,2023.7.13 0:00,노원문화예술회관 4층 노원아트갤러리,녹천역,2617.1910557119013
전시/미술,"[공간 공모 지원사업] 서울, 한강, 그리고 우리의 교(橋)집합",2023.6.20 0:00,2023.6.27 0:00,서울시청 시민청 플라자A (지하 1층),서울역(경의선),1496.9335131662397
전시/미술,[2023 운현궁 기획전시] 청우(淸雨) - 화양연화(花樣年華),2023.6.20 0:00,2023.6.25 0:00,운현궁 기획전시실,서울역(경의선),2779.097895779698
교육/체험,[예술가의 런치박스] 김정인 [기억의 자투리로 세운 이미지 관계망],2023.6.20 0:00,2023.6.20 0:00,서울시립미술관 서소문본관 1층 로비,서울역(경의선),1075.546389925713
클래식,화요콘서트 [하이든 교향곡 전곡 시리즈 19],2023.6.20 0:00,2023.6.20 0:00,서초문화재단 반포심산아트홀,교대역,2095.1772752329834
클래식,해설과 나눔이 있는 특별한 연주회 ,2023.6.20 0:00,2023.6.20 0:00,UOS 콘서트홀 (서울시립대학교 내 음악관 4층),회기역,744.7233223164744
교육/체험,[터치미텔] 연계 온라인 교육자료 [동물도 우리와 같을까?],2023.6.19 0:00,2023.9.27 0:00,서울시립 북서울미술관 온라인교육,월계역,1097.3477066328646
교육/체험,[종로 아이들극장] 우리들의 오브제 놀이터,2023.6.19 0:00,2023.7.7 0:00,종로 아이들극장,청량리역,4346.866317393518
교육/체험,[공간 공모 지원사업] 현대음악을 바라보는 다양한 시선들,2023.6.19 0:00,2023.6.20 0:00,서울시청 시민청 워크숍룸,서울역(경의선),1496.9335131662397
교육/체험,"평화문화진지 일상예술워크숍 [춤추고 노래하는 나, 너, 우리]",2023.6.18 0:00,2023.6.25 0:00,평화문화진지 예술교육실,도봉산역,137.15381000053497
교육/체험,"가족 대상 주말 교육 [여름밤, 기록으로 밝히다 : 등 만들기]",2023.6.17 0:00,2023.7.29 0:00,서울기록원 3층 교육실,디지털미디어시티역,4474.109377465053
교육/체험,"[꿈마을체험교실] 슝슝~ 시간여행, 백제왕성 풍납동 토성",2023.6.17 0:00,2023.7.2 0:00,몽촌역사관,수서역,4522.899998483795
전시/미술,2023삼각산아트랩 선정작가전 [내 손을 잡아줘 Please hold my hand] 신혜정,2023.6.17 0:00,2023.6.29 0:00,월-토 9:00-21:00 *일 휴무,방학역,2996.008719216711
교육/체험,은평 아카이브 아카데미 2023,2023.6.17 0:00,2023.6.24 0:00,구산동도서관마을(청소년 힐링캠프),수색역,3536.181662630331
축제-문화/예술,[2023년 주민문화축제 지원사업] 이십세기 음악상점,2023.6.17 0:00,2023.6.18 0:00,별빛내린천 일대{관천로 문화플랫폼 S1472 인근 수변),역 없음,-1.0
축제-문화/예술,2023 서울세계도시문화축제,2023.6.17 0:00,2023.6.18 0:00,"광화문광장, 청계광장, 청계천로 일원",서울역(경의선),1963.461899623945
클래식,제22회 백인제가옥 북촌음악회 [회상],2023.6.17 0:00,2023.6.17 0:00,백인제가옥 안채마당,서울역(경의선),3092.2810462831317
축제-문화/예술,미아리고개 마을 놀이터 [미인도로 놀러와],2023.6.17 0:00,2023.6.17 0:00,"미아리고개 하부공간 미인도(성북구 동선동3가 23, 동선오피스텔 앞)",역 없음,-1.0
교육/체험,[서울도서관] K팝의 대도약과 BTS 10년,2023.6.17 0:00,2023.6.17 0:00,"서울광장 행사장 , 메인 무대",서울역(경의선),1328.8356944076395
콘서트,2023 서울숲 힙합&뮤직 페스티벌,2023.6.17 0:00,2023.6.17 0:00,서울숲 가족마당,서울숲역,262.48320849773984
축제-문화/예술,2023 지역문화진흥사업 [구로 구석구석 예술제 You & I Festival],2023.6.17 0:00,2023.6.17 0:00,오류아트홀,오류동역,168.8479502765842
클래식,"[서울도서관] 낭만적인 밤, 도서관 그리고 클래식",2023.6.17 0:00,2023.6.17 0:00,광화문 책마당 육조마당,서울역(경의선),1963.461899623945
클래식,Amicizia 정기연주회,2023.6.17 0:00,2023.6.17 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 세종 체임버 시리즈(6.17) 백혜선,2023.6.17 0:00,2023.6.17 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
축제-문화/예술,[성수동/뚝섬역] 술과 향-마시면서 나만의 향 만들기,2023.6.16 0:00,2023.6.30 0:00,성수 산업혁신공간 1층 Fashion Zone,서울숲역,547.8666901800792
전시/미술,[공간 공모 지원사업] 공간 630 [기꺼이 번거롭게],2023.6.16 0:00,2023.6.27 0:00,공간 630,홍대입구역,1289.9907236820077
무용,[방방곡곡 문화공감사업] 은평에 반하다 HELLO! DANCE!!,2023.6.16 0:00,2023.6.25 0:00,은평문화예술회관 공연장,디지털미디어시티역,3793.353199199758
무용,[동화발레] 너는 특별하단다,2023.6.16 0:00,2023.6.17 0:00,꿈의숲 퍼포먼스홀,서울역(경의선),2044.0443473650962
축제-문화/예술,제11회 북촌우리음악축제,2023.6.16 0:00,2023.6.17 0:00,"북촌문화센터, 북촌한옥청, 은덕문화원",서울역(경의선),3034.8048817846197
국악,제11회 [북촌우리음악축제],2023.6.16 0:00,2023.6.17 0:00,"북촌문화센터, 은덕문화원 외",서울역(경의선),3034.8048817846197
교육/체험,2023 인문학북콘서트 [인지하지 못했던 사사로운 것들] 1회차,2023.6.16 0:00,2023.6.16 0:00,노원문화예술회관 대공연장,녹천역,2617.1910557119013
클래식,그린필오케스트라 정기연주회,2023.6.16 0:00,2023.6.16 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 세종 체임버 시리즈(6.16) 박재홍,2023.6.16 0:00,2023.6.16 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,강동성심병원과 강동예술인이 함께 찾아가는 [심쿵 콘서트],2023.6.16 0:00,2023.6.16 0:00,강동구청 열린뜰,수서역,5130.123814080202
뮤지컬/오페라,뮤지컬 [모차르트!],2023.6.15 0:00,2023.8.22 0:00,세종대극장,서울역(경의선),2044.0443473650962
교육/체험,"[매일, 예술 전시 연계 워크숍] 매일 예술 만들기",2023.6.15 0:00,2023.7.12 0:00,서울시립 남서울미술관 B1 대강의실,관악산,3140.311895960292
교육/체험,"[7월 길위의인문학] 공간：삶을 담는 그릇, 마음의 무늬(골목인문)",2023.6.15 0:00,2023.7.6 0:00,마포구립 서강도서관 3층 세미나실,서강대역,568.4632211027697
전시/미술,[공간 공모 지원사업] 조명진 꽃길FORYOU,2023.6.15 0:00,2023.6.22 0:00,서울시청 시민청 지하1층 시민플라자B,서울역(경의선),1496.9335131662397
무용,배정혜 in 80years,2023.6.15 0:00,2023.6.18 0:00,세종M씨어터,서울역(경의선),2044.0443473650962
연극,2023 종로 가족공연축제 [세친구],2023.6.15 0:00,2023.6.17 0:00,종로 아이들극장,청량리역,4346.866317393518
클래식,Roasting concert,2023.6.15 0:00,2023.6.15 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,2023 세종 체임버 시리즈(6.15) 마르틴 가르시아 가르시아,2023.6.15 0:00,2023.6.15 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
콘서트,"토크콘서트 [Chat GPT 시대, 그리고 살아남을 교육]",2023.6.15 0:00,2023.6.15 0:00,양천문화회관 대극장,구로역,2218.341099579975
교육/체험,DDP 포럼 VOL.34 [건축에 관한 기록의 미학],2023.6.15 0:00,2023.6.15 0:00,DDP 디자인랩 3층 디자인홀,왕십리역,2367.010098044175
교육/체험,[구립증산정보도서관] 2023 찾아가는 은평부모살롱 [다 리듬 때문이었어],2023.6.15 0:00,2023.6.15 0:00,2층소강당,디지털미디어시티역,822.2810692982113
전시/미술,[성북선잠박물관] 소장품 특별전,2023.6.14 0:00,2023.12.31 0:00,성북선잠박물관  (성북구 성북로 96),청량리역,4481.203409197213
전시/미술,"Mood, sunday",2023.6.14 0:00,2023.7.11 0:00,슈페리어갤러리 제 1전시관,선릉역,1220.0938849735874
교육/체험,"[구립증산정보도서관] 6월 책 읽어주는 사서 [우리 계속, 함께 책 읽자!]",2023.6.14 0:00,2023.6.28 0:00,1층 가족열람실,디지털미디어시티역,822.2810692982113
전시/미술,김교식 개인전 [2023 시간과 공간의 재현],2023.6.14 0:00,2023.6.20 0:00,갤러리 인사1010 1층,서울역(경의선),2511.154588066352
클래식,2023 세종 체임버 시리즈(6.14) 이혁,2023.6.14 0:00,2023.6.14 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
교육/체험,그림책 속 마음 이끄미 샘들과 함께 하는 감정 북큐레이션 [내 마음을 읽어요] - 분노와 이해,2023.6.14 0:00,2023.6.9 0:00,3층 어린이열람실,디지털미디어시티역,822.2810692982113
전시/미술,고양이를 그린 화가 [루이스 웨인展],2023.6.13 0:00,2023.8.31 0:00,강동아트센터 아트랑 1-3층,덕소역,6027.376338643684
