분류,행사명,시작일,종료일,장소,가장 가까운 역,거리(미터)
축제-문화/예술,2023 체부동 골목길 축제 [ 모두 다 생활문화 해],2023.9.26 0:00,2023.10.15 0:00,서울생활문화센터 체부,서울역(경의선),2446.5714180941713
교육/체험,2023 체부동 골목길 축제 [체부동 작업실 커피박 키링 만들기],2023.9.26 0:00,2023.10.11 0:00,서울생활문화센터 체부 체부홀 ,서울역(경의선),2446.5714180941713
전시/미술,[시민청 공간공모 지원사업] what 多 - got 多,2023.9.26 0:00,2023.10.4 0:00,서울시청 시민청갤러리(지하 1층),홍대입구역,1122.0583289222313
국악,[남산골한옥마을] 2023 국악대학전,2023.9.26 0:00,2023.9.27 0:00,서울남산국악당,서울역(경의선),2062.237255799508
콘서트,2023 공공외교랩소디 - Melodies without Borders,2023.9.26 0:00,2023.9.27 0:00,노들섬 라이브하우스,용산역,1483.6956524785294
연극,[성북문화재단 아리랑시네센터] SAC on Screen 연극 늙은 부부이야기,2023.9.26 0:00,2023.9.26 0:00,아리랑시네센터 2관(1층),청량리역,3605.577864652979
국악,"춤의 정원(庭園) : 염현주, 춤선이 놀다-궁중춤예술연구원",2023.9.26 0:00,2023.9.26 0:00,서울돈화문국악당,서울역(경의선),3061.0627891640656
클래식,"명품 호른 독주회, 아름다운 공간에서 울리는 감동의 선율",2023.9.26 0:00,2023.9.26 0:00,서초구 서리풀 아트센터,왕십리역,2609.5321707889084
축제-기타,[M클래식 축제] 첼리스트 양성원 & 피아니스트 유성호 첫 듀오 리사이틀 ,2023.9.26 0:00,2023.9.26 0:00,마포아트센터 아트홀맥,서강대역,927.9485014860999
클래식,앙상블 베르노 정기연주회 - Recital Session 1,2023.9.26 0:00,2023.9.26 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
클래식,"현대음악으로 그린 이중섭의 사랑, 그리움 그리고 희망",2023.9.26 0:00,2023.9.26 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,브런치콘서트 [이달의 공연] 9월 국악이 흐르는 클래식,2023.9.26 0:00,2023.9.26 0:00,구로아트밸리 예술극장,구로역,956.6549783335595
전시/미술,[서울디자인재단] We'd rather be alive than dead:삶은 그 어떤 경우에도 죽음보다 아름답다,2023.9.25 0:00,2023.12.31 0:00,DDP 잔디언덕,왕십리역,2367.010098044175
전시/미술,2023 DDP 디자인 융합 전시 [We'd rather be alive than dead],2023.9.25 0:00,2023.12.31 0:00,동대문디자인플라자(DDP) 잔디언덕,왕십리역,2367.010098044175
교육/체험,[서울책보고] 2023 서울책보고 금요북클럽(10월),2023.9.25 0:00,2023.10.27 0:00,서울책보고,수서역,3868.5912394940333
교육/체험,[구립증산정보도서관] 마음건강 특강 [추억을 만드는 부모의 말하기 마음을 돌보는 커뮤니케이션],2023.9.25 0:00,2023.10.10 0:00,4층 문화강좌실,디지털미디어시티역,822.2810692982113
클래식,강유리 귀국 바이올린 독주회,2023.9.25 0:00,2023.9.25 0:00,세종체임버홀,서울역(경의선),2044.0443473650962
클래식,[서울시향] 2023 서울시향 우리동네 음악회(실내악),2023.9.25 0:00,2023.9.25 0:00,서울시립대학교 음악관,회기역,823.4180537609905
클래식,카리니 창단 연주회 인생은 아름다워 La vita e bella,2023.9.24 0:00,2023.9.24 0:00,꿈의숲 콘서트홀,광운대역,1599.310586286685
축제-시민화합,2023 서울 자전거 축제,2023.9.24 0:00,2023.9.24 0:00,반포 한강공원 달빛광장,서울숲역,585.5393787300321
교육/체험,[서울아트책보고] 한미인(韓美人) - 한국의 아름다움을 수집하는 사람들 1부,2023.9.24 0:00,2023.9.24 0:00,서울아트책보고 열린무대,구일역,309.12420748149606
교육/체험,[마포구립서강도서관 독서동아리] 2023년 월요야독 신규회원 모집,2023.9.23 0:00,2023.10.31 0:00,마포구립서강도서관 3층 BookC,서강대역,568.4632211027697
기타,"[9월/팟캐스트] 서강도서관 피셜 38회 다시, 어떻게 읽을 것인가",2023.9.23 0:00,2023.10.31 0:00,온라인(팟빵),서강대역,568.4632211027697
축제-문화/예술,[서울문화재단] 2023 서울생활예술주간,2023.9.23 0:00,2023.10.22 0:00,서울문화재단,왕십리역,1165.0629523133912
교육/체험,[2023년 PLAY-UP 아카데미 모집] 해외교류주간! KTHA의 누구에게 말하는가 ？ 다른 어딘가에서 연극하기,2023.9.23 0:00,2023.10.4 0:00,서울연극센터,왕십리역,3897.2727374340957
교육/체험,"[구립증산정보도서관] 추석 맞이 기념 [함께 즐겨요, 우리 민족 고유 대명절 추석!]",2023.9.23 0:00,2023.9.27 0:00,도서관 1층 로비 및 가족열람실,디지털미디어시티역,822.2810692982113
콘서트,서울숲재즈페스티벌 2023 The Theatre,2023.9.23 0:00,2023.9.24 0:00,성수아트홀,서울숲역,281.64577553814115
축제-문화/예술,제6회 서울대공원 영화제,2023.9.23 0:00,2023.9.24 0:00,서울대공원 만남의광장,대공원역,677.745104445227
교육/체험,[서울아트책보고] 식물 페이퍼 콜라주 클래스,2023.9.23 0:00,2023.9.23 0:00,서울아트책보고 해보고 워크숍룸,구일역,309.12420748149606
교육/체험,2023 청년문화기획자 네트워크 프로젝트 [노올장],2023.9.23 0:00,2023.9.23 0:00,도봉구청 옆 중랑천(서원아파트 106동 앞),방학역,554.8109698165447
