rowNum,selectedCount,totalCount,subwayId,updnLine,trainLineNm,statnFid,statnTid,statnId,statnNm,trnsitCo,ordkey,subwayList,statnList,btrainSttus,barvlDt,btrainNo,bstatnId,bstatnNm,recptnDt,arvlMsg2,arvlMsg3,arvlCd
1502,2968,2968,1001,상행,청량리행 - 종각방면,1001000133,1001000131,1001000132,시청,2,02031청량리,"1001,1002","1001000132,1002000201",일반,0,1914,249,청량리,2023-11-21 10:28:29,[31]번째 전역 (서정리),서정리,99
1513,2968,2968,1002,외선,성수행 - 상왕십리방면,1002000209,1002000207,1002000208,왕십리,4,02039성수0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,607,2147,88,성수,2023-11-21 10:36:20,10분 7초 후,구의,99
1515,2968,2968,1002,외선,성수행 - 신당방면,1002000208,1002000206,1002000207,상왕십리,1,02040성수0,1002,1002000207,일반,437,2193,88,성수,2023-11-21 10:36:20,7분 17초 후,성수,99
1516,2968,2968,1002,외선,성수행 - 왕십리방면,1002000210,1002000208,1002000209,한양대,1,02040성수0,1002,1002000209,일반,499,2147,88,성수,2023-11-21 10:36:20,8분 19초 후,구의,99
1518,2968,2968,1002,외선,성수행 - 한양대방면,1002000211,1002000209,1002000210,뚝섬,1,02041성수0,1002,1002000210,일반,377,2147,88,성수,2023-11-21 10:36:20,6분 17초 후,구의,99
1544,2968,2968,1002,내선,까치산행 - 양천구청방면,1002000234,1002002342,1002002341,도림천,1,11000까치산0,1002,1002002341,일반,7,5558,53,까치산,2023-11-21 10:32:50,도림천 도착,도림천,1
1545,2968,2968,1002,내선,까치산행 - 신정네거리방면,1002002341,1002002343,1002002342,양천구청,1,11000까치산0,1002,1002002342,일반,5,5558,53,까치산,2023-11-21 10:35:10,양천구청 도착,양천구청,1
1549,2968,2968,1063,하행,덕소행 - 청량리방면,1063075115,1063075117,1063075116,왕십리,4,11000덕소0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,0,5049,198,덕소,2023-11-21 10:32:53,왕십리 도착,왕십리,1
1560,2968,2968,1005,하행,마천행 - 마장방면,1005000539,1005000541,1005000540,왕십리,4,11000마천0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,60,5581,51,마천,2023-11-21 10:36:15,왕십리 도착,왕십리,1
1570,2968,2968,1006,하행,봉화산행 - 동묘앞방면,1006000634,1006000636,1006000635,신당,2,11000봉화산0,"1002,1006","1002000206,1006000635",일반,60,6105,47,봉화산,2023-11-21 10:36:17,신당 도착,신당,1
1573,2968,2968,1092,하행,북한산우이행 - 신설동방면,1092004712,1092004713,1092004713,신설동,2,11000북한산우이0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,0,1147,941,북한산우이,2023-11-21 10:30:13,신설동 도착,신설동,1
1579,2968,2968,1004,하행,사당행 - 남태령방면,1004000432,1004000434,1004000433,사당,2,11000사당0,"1002,1004","1002000226,1004000433",일반,0,4053,55,사당,2023-11-21 10:26:54,사당 도착,사당,1
1586,2968,2968,1065,하행,서울행 - 공덕방면,1065006502,1065006504,1065006503,홍대입구,3,11000서울0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,0,A2054,10,서울,2023-11-21 10:35:17,홍대입구 출발,홍대입구,2
1607,2968,2968,1002,내선,성수행 - 건대입구방면,1002000210,1002000212,1002000211,성수,1,11000성수0,1002,1002000211,일반,8,6136,88,성수,2023-11-21 10:36:20,성수 진입,성수,0
1608,2968,2968,1002,내선,성수행 - 신촌방면,1002000238,1002000240,1002000239,홍대입구,3,11000성수0,"1002,1063,1065","1002000239,1063075314,1065006503",일반,6,3154,88,성수,2023-11-21 10:36:20,홍대입구 진입,홍대입구,0
1609,2968,2968,1002,내선,성수행 - 을지로입구방면,1002000243,1002000202,1002000201,시청,2,11000성수0,"1001,1002","1001000132,1002000201",일반,5,2148,88,성수,2023-11-21 10:36:20,시청 진입,시청,0
1610,2968,2968,1002,내선,성수지선행 - 신설동방면,1002002112,1002002114,1002002113,용두,1,11000성수지선0,1002,1002002113,일반,11,1560,48,성수지선,2023-11-21 10:28:30,용두 출발,용두,2
1611,2968,2968,1002,내선,성수지선행 - 용두방면,1002002111,1002002113,1002002112,신답,1,11000성수지선0,1002,1002002112,일반,12,1560,48,성수지선,2023-11-21 10:31:00,신답 출발,신답,2
1612,2968,2968,1002,내선,성수지선행 - 신답방면,1002000211,1002002112,1002002111,용답,1,11000성수지선0,1002,1002002111,일반,21,1560,48,성수지선,2023-11-21 10:34:20,용답 출발,용답,2
1620,2968,2968,1002,내선,신도림행 - 신대방방면,1002000229,1002000231,1002000230,신림,1,11000신도림0,1002,1002000230,일반,4,4164,24,신도림,2023-11-21 10:36:20,신림 진입,신림,0
1631,2968,2968,1001,하행,신창행 - 서울방면,1001000131,1001000133,1001000132,시청,2,11000신창0,"1001,1002","1001000132,1002000201",일반,10,0639,75,신창,2023-11-21 10:36:22,시청 진입,시청,0
1643,2968,2968,1003,하행,오금행 - 충무로방면,1003000329,1003000331,1003000330,을지로3가,2,11000오금0,"1002,1003","1002000203,1003000330",일반,0,3129,36,오금,2023-11-21 10:36:23,을지로3가 도착,을지로3가,1
1648,2968,2968,1003,하행,오금행 - 남부터미널방면,1003000339,1003000341,1003000340,교대,2,11000오금0,"1002,1003","1002000223,1003000340",일반,0,3123,36,오금,2023-11-21 10:36:22,교대 도착,교대,1
1667,2968,2968,1007,하행,온수행 - 뚝섬유원지방면,1007000726,1007000728,1007000727,건대입구,2,11000온수0,"1002,1007","1002000212,1007000727",일반,60,7149,42,온수,2023-11-21 10:36:08,건대입구 도착,건대입구,1
1727,2968,2968,1001,하행,천안행 - 구로방면,1001000139,1001000141,1001000140,신도림,2,11000천안0,"1001,1002","1001000140,1002000234",일반,0,0637,65,천안,2023-11-21 10:36:16,신도림 진입,신도림,0
1740,2968,2968,1005,하행,하남검단산행 - 서대문방면,1005000530,1005000532,1005000531,충정로,2,11000하남검단산0,"1002,1005","1002000243,1005000531",일반,60,5069,65,하남검단산,2023-11-21 10:36:15,충정로 전역출발,충정로,3
1745,2968,2968,1005,하행,하남검단산행 - 청구방면,1005000535,1005000537,1005000536,동대문역사문화공원,3,11000하남검단산0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,60,5067,65,하남검단산,2023-11-21 10:36:15,동대문역사문화공원 전역출발,동대문역사문화공원,3
1746,2968,2968,1005,하행,하남검단산행 - 영등포시장방면,1005000522,1005000524,1005000523,영등포구청,2,11000하남검단산0,"1002,1005","1002000236,1005000523",일반,60,5071,65,하남검단산,2023-11-21 10:36:15,영등포구청 도착,영등포구청,1
1755,2968,2968,1002,내선,까치산행 - 까치산방면,1002002342,1002002344,1002002343,신정네거리,1,11001까치산0,1002,1002002343,일반,133,5558,53,까치산,2023-11-21 10:36:20,전역 도착,양천구청,5
1763,2968,2968,1001,하행,동인천행 - 구로방면 (특급),1001000139,1001000141,1001000140,신도림,2,11001동인천7,"1001,1002","1001000140,1002000234",특급,0,1303,97,동인천 (특급),2023-11-21 10:36:02,전역 진입,영등포,4
1767,2968,2968,1005,하행,마천행 - 동대문역사문화공원방면,1005000534,1005000536,1005000535,을지로4가,2,11001마천0,"1002,1005","1002000204,1005000535",일반,180,5583,51,마천,2023-11-21 10:36:15,전전역 출발,종로3가,99
1773,2968,2968,1008,하행,모란행 - 석촌방면,1008000813,1008000815,1008000814,잠실,2,11001모란0,"1002,1008","1002000216,1008000814",일반,120,8089,17,모란,2023-11-21 10:36:14,전역 도착,몽촌토성(평화의문),5
1787,2968,2968,1004,하행,사당행 - 남태령방면,1004000432,1004000434,1004000433,사당,2,11001사당0,"1002,1004","1002000226,1004000433",일반,120,4055,24,사당,2023-11-21 10:36:10,전역 출발,총신대입구(이수),3
1808,2968,2968,1002,내선,성수행 - 성수방면,1002000209,1002000211,1002000210,뚝섬,1,11001성수0,1002,1002000210,일반,74,2140,88,성수,2023-11-21 10:36:20,전역 도착,한양대,5
1809,2968,2968,1002,내선,성수행 - 왕십리방면,1002000206,1002000208,1002000207,상왕십리,1,11001성수0,1002,1002000207,일반,33,3142,88,성수,2023-11-21 10:36:20,전역 출발,신당,3
1810,2968,2968,1002,내선,성수행 - 을지로4가방면,1002000202,1002000204,1002000203,을지로3가,2,11001성수0,"1002,1003","1002000203,1003000330",일반,58,2146,88,성수,2023-11-21 10:36:20,전역 도착,을지로입구,5
1811,2968,2968,1002,내선,성수행 - 을지로3가방면,1002000201,1002000203,1002000202,을지로입구,1,11001성수0,1002,1002000202,일반,107,2148,88,성수,2023-11-21 10:36:20,전역 진입,시청,4
1812,2968,2968,1002,내선,성수행 - 충정로방면,1002000241,1002000243,1002000242,아현,1,11001성수0,1002,1002000242,일반,27,3150,88,성수,2023-11-21 10:36:20,전역 출발,이대,3
1813,2968,2968,1002,내선,성수행 - 문래방면,1002000233,1002000235,1002000234,신도림,2,11001성수0,"1001,1002","1001000140,1002000234",일반,63,3160,88,성수,2023-11-21 10:36:20,전역 출발,대림,3
1814,2968,2968,1002,내선,성수행 - 합정방면,1002000236,1002000238,1002000237,당산,2,11001성수0,"1002,1009","1002000237,1009000913",일반,50,2156,88,성수,2023-11-21 10:36:20,전역 출발,영등포구청,3
1815,2968,2968,1002,내선,성수행 - 이대방면,1002000239,1002000241,1002000240,신촌,1,11001성수0,1002,1002000240,일반,132,3154,88,성수,2023-11-21 10:36:20,전역 진입,홍대입구,4
1816,2968,2968,1002,내선,성수행 - 대림방면,1002000231,1002000233,1002000232,구로디지털단지,1,11001성수0,1002,1002000232,일반,121,2162,88,성수,2023-11-21 10:36:20,전역 도착,신대방,5
1817,2968,2968,1002,내선,성수행 - 신림방면,1002000228,1002000230,1002000229,봉천,1,11001성수0,1002,1002000229,일반,31,3166,88,성수,2023-11-21 10:36:20,전역 출발,서울대입구,3
1818,2968,2968,1002,내선,성수행 - 구의방면,1002000211,1002000213,1002000212,건대입구,2,11001성수0,"1002,1007","1002000212,1007000727",일반,10,6130,88,성수,2023-11-21 10:36:20,전역 출발,성수,3
1819,2968,2968,1002,내선,성수행 - 잠실나루방면,1002000213,1002000215,1002000214,강변,1,11001성수0,1002,1002000214,일반,123,3180,88,성수,2023-11-21 10:36:20,전역 도착,구의,5
1820,2968,2968,1002,내선,성수행 - 잠실방면,1002000214,1002000216,1002000215,잠실나루,1,11001성수0,1002,1002000215,일반,73,3178,88,성수,2023-11-21 10:36:20,전역 출발,강변,3
1821,2968,2968,1002,내선,성수행 - 선릉방면,1002000218,1002000220,1002000219,삼성,1,11001성수0,1002,1002000219,일반,93,3174,88,성수,2023-11-21 10:36:20,전역 도착,종합운동장,5
1822,2968,2968,1002,내선,성수행 - 교대방면,1002000221,1002000223,1002000222,강남,2,11001성수0,"1002,1077","1002000222,1077000687",일반,76,2172,88,성수,2023-11-21 10:36:20,전역 도착,역삼,5
1823,2968,2968,1002,내선,성수행 - 사당방면,1002000224,1002000226,1002000225,방배,1,11001성수0,1002,1002000225,일반,69,3170,88,성수,2023-11-21 10:36:20,전역 출발,서초,3
1824,2968,2968,1002,내선,성수행 - 서울대입구방면,1002000226,1002000228,1002000227,낙성대,1,11001성수0,1002,1002000227,일반,105,2168,88,성수,2023-11-21 10:36:20,전역 도착,사당,5
1831,2968,2968,1002,내선,신도림행 - 종합운동장방면,1002000216,1002000218,1002000217,잠실새내,1,11001신도림0,1002,1002000217,일반,28,4176,24,신도림,2023-11-21 10:36:20,전역 출발,잠실,3
1832,2968,2968,1002,내선,신도림행 - 구로디지털단지방면,1002000230,1002000232,1002000231,신대방,1,11001신도림0,1002,1002000231,일반,185,4164,24,신도림,2023-11-21 10:36:20,전역 진입,신림,4
1837,2968,2968,1001,하행,신창행 - 동묘앞방면,1001000125,1001000127,1001000126,신설동,2,11001신창0,"1001,1002,1092","1001000126,1002002114,1092004713",일반,78,1915,75,신창,2023-11-21 10:36:22,전역 출발,제기동,3
1840,2968,2968,1001,하행,신창행 - 서울방면,1001000131,1001000133,1001000132,시청,2,11001신창0,"1001,1002","1001000132,1002000201",일반,0,0639,75,신창,2023-11-21 10:33:28,전역 도착,종각,5
1872,2968,2968,1007,하행,온수행 - 남구로방면,1007000743,1007000745,1007000744,대림,2,11001온수0,"1002,1007","1002000233,1007000744",일반,120,7137,42,온수,2023-11-21 10:36:08,전역 출발,신풍,3
1899,2968,2968,1075,하행,인천행 - 서울숲방면,1075075209,1075075211,1075075210,왕십리,4,11001인천0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,0,6545,272,인천,2023-11-21 10:33:49,전역 도착,청량리,5
1921,2968,2968,1001,하행,천안행 - 동묘앞방면 (급행),1001000125,1001000127,1001000126,신설동,2,11001천안1,"1001,1002,1092","1001000126,1002002114,1092004713",급행,0,1915,65,천안 (급행),2023-11-21 10:34:44,전역 도착,제기동,5
1929,2968,2968,1005,하행,하남검단산행 - 신정(은행정)방면,1005000517,1005000519,1005000518,까치산,2,11001하남검단산0,"1002,1005","1002002344,1005000518",일반,180,5073,65,하남검단산,2023-11-21 10:36:15,전전역 출발,화곡,99
1941,2968,2968,1002,내선,까치산행 - 까치산방면,1002002343,1002002344,1002002344,까치산,2,11002까치산0,"1002,1005","1002002344,1005000518",일반,308,5558,53,까치산,2023-11-21 10:36:20,5분 8초 후,양천구청,99
1984,2968,2968,1002,내선,성수행 - 강변방면,1002000212,1002000214,1002000213,구의,1,11002성수0,1002,1002000213,일반,10,6130,88,성수,2023-11-21 10:36:20,10초 후,성수,99
1985,2968,2968,1002,내선,성수행 - 한양대방면,1002000207,1002000209,1002000208,왕십리,4,11002성수0,"1002,1005,1063,1075","1002000208,1005000540,1063075116,1075075210",일반,137,3142,88,성수,2023-11-21 10:36:20,2분 17초 후,신당,99
1986,2968,2968,1002,내선,성수행 - 잠실새내방면,1002000215,1002000217,1002000216,잠실,2,11002성수0,"1002,1008","1002000216,1008000814",일반,184,3178,88,성수,2023-11-21 10:36:20,3분 4초 후,강변,99
1987,2968,2968,1002,내선,성수행 - 서초방면,1002000222,1002000224,1002000223,교대,2,11002성수0,"1002,1003","1002000223,1003000340",일반,236,2172,88,성수,2023-11-21 10:36:20,3분 56초 후,역삼,99
1988,2968,2968,1002,내선,성수행 - 낙성대방면,1002000225,1002000227,1002000226,사당,2,11002성수0,"1002,1004","1002000226,1004000433",일반,207,3170,88,성수,2023-11-21 10:36:20,3분 27초 후,서초,99
1989,2968,2968,1002,내선,성수행 - 봉천방면,1002000227,1002000229,1002000228,서울대입구,1,11002성수0,1002,1002000228,일반,221,2168,88,성수,2023-11-21 10:36:20,3분 41초 후,사당,99
1990,2968,2968,1002,내선,성수행 - 신도림방면,1002000232,1002000234,1002000233,대림,2,11002성수0,"1002,1007","1002000233,1007000744",일반,243,2162,88,성수,2023-11-21 10:36:20,4분 3초 후,신대방,99
1991,2968,2968,1002,내선,성수행 - 영등포구청방면,1002000234,1002000236,1002000235,문래,1,11002성수0,1002,1002000235,일반,187,3160,88,성수,2023-11-21 10:36:20,3분 7초 후,대림,99
1992,2968,2968,1002,내선,성수행 - 홍대입구방면,1002000237,1002000239,1002000238,합정,2,11002성수0,"1002,1006","1002000238,1006000622",일반,233,2156,88,성수,2023-11-21 10:36:20,3분 53초 후,영등포구청,99
1993,2968,2968,1002,내선,성수행 - 아현방면,1002000240,1002000242,1002000241,이대,1,11002성수0,1002,1002000241,일반,238,3154,88,성수,2023-11-21 10:36:20,3분 58초 후,홍대입구,99
1994,2968,2968,1002,내선,성수행 - 시청방면,1002000242,1002000201,1002000243,충정로,2,11002성수0,"1002,1005","1002000243,1005000531",일반,120,3150,88,성수,2023-11-21 10:36:20,2분 후,이대,99
1995,2968,2968,1002,내선,성수행 - 동대문역사문화공원방면,1002000203,1002000205,1002000204,을지로4가,2,11002성수0,"1002,1005","1002000204,1005000535",일반,150,2146,88,성수,2023-11-21 10:36:20,2분 30초 후,을지로입구,99
2001,2968,2968,1002,내선,신도림행 - 삼성방면,1002000217,1002000219,1002000218,종합운동장,1,11002신도림0,"1002,1009","1002000218,1009000930",일반,154,4176,24,신도림,2023-11-21 10:36:20,2분 34초 후,잠실,99
2021,2968,2968,1004,하행,오이도행 - 충무로방면,1004000421,1004000423,1004000422,동대문역사문화공원,3,11002오이도0,"1002,1004,1005","1002000205,1004000422,1005000536",일반,293,4569,53,오이도,2023-11-21 10:36:11,4분 53초 후 (혜화),혜화,99
2052,2968,2968,1009,하행,중앙보훈병원행 - 국회의사당방면,1009000912,1009000914,1009000913,당산,2,11002중앙보훈병원0,"1002,1009","1002000237,1009000913",일반,240,9076,938,중앙보훈병원,2023-11-21 10:36:24,4분 후 (신목동),신목동,99
2074,2968,2968,1077,하행,광교행 - 양재방면,1077000686,1077000688,1077000687,강남,2,11003광교0,"1002,1077","1002000222,1077000687",일반,0,9,11,광교,2023-11-21 10:36:22,[3]번째 전역 (신사),신사,99
